Sector;Station;Site;Year;Season;Date_sample;Qc;Qcs;Lag;Qref;Cmaxy;Cmaxq;Cmax2m;Cmaxm;Cey;Ceq;Ce2m;Cem;Cny;Cnq;Cn2m;Cnm;Cfy;Cfq;Cf2m;Cfm;Cqy;Cqq;Cq2m;Cqm;Csmaxy;Csmaxq;Csmax2m;Csmaxm;Csey;Cseq;Cse2m;Csem;Csny;Csnq;Csn2m;Csnm;Csfy;Csfq;Csf2m;Csfm;Csqy;Csqq;Csq2m;Csqm
BE;LUIS;AM;2009;P;07.04.2009;229;NA;2;BALSER;2.167;2;0;0;6.875;4.708;0;0;9;8;0;0;4.5;4;0;0;73338.7;47150.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BE;LUIS;AM;2009;E;24.07.2009;229;NA;2;BALSER;2;2;0;0;4.708;4.708;0;0;8;8;0;0;4;4;0;0;47150.7;47150.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BE;LUIS;AM;2011;P;29.03.2011;229;NA;2;BALSER;3.333;3.333;0;0;6.833;4.125;0;0;10;4;0;0;5;2;0;0;61412.263;39086.263;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BE;LUIS;AM;2011;E;11.09.2011;229;NA;2;BALSER;4.25;4.25;4.25;0.333;11.667;11.042;6.75;0.667;16;14;9;4;8;7;9;4;100751.079;96465.079;56416.866;4409.797;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BE;LUIS;AM;2012;P;20.03.2012;229;NA;2;BALSER;14.792;14.792;7.708;1.708;89.542;82.542;30.875;8.708;67;56;28;14;33.5;28;28;14;927452.2907;869557.2957;284478.394;69130.755;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BE;LUIS;AM;2012;E;28.06.2012;229;NA;2;BALSER;14.792;14.792;1.208;1.208;98.083;91.25;1.542;1.208;80;70;2;1;40;35;2;1;985874.4267;928941.3817;10689.555;7993.694;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BE;LUIS;AM;2013;P;13.03.2013;229;NA;2;BALSER;15.458;15.458;9.208;0.333;61.333;47.167;10.958;1.5;59;31;14;8;29.5;15.5;14;8;530575.308;434898.02;90448.967;9015.478;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BE;LUIS;AM;2013;E;25.06.2013;229;NA;2;BALSER;15.458;15.458;0.375;0.083;57.5;52.042;0.625;0.083;60;46;3;1;30;23;3;1;505805.148;469511.946;3997.905;579.002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BE;LUIS;AM;2015;P;24.03.2015;229;NA;2;BALSER;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BE;LUIS;AM;2015;E;06.07.2015;229;NA;2;BALSER;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BE;LUIS;AM;2016;P;17.03.2016;229;NA;2;BALSER;6.417;0;0.292;0;16.167;0;0.292;0;18;0;1;0;9;0;1;0;172289.423;0;2190.908;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BE;LUIS;AM;2016;E;28.06.2016;229;NA;2;BALSER;4.333;4.333;4.333;4.333;14.583;8.375;8.333;8.333;23;12;11;11;11.5;12;11;11;145562.035;93656.478;93407.593;93407.593;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BE;LUIS;AMN;2007;P;05.04.2007;229;NA;2;BALSER;4.375;4.25;4.25;0.542;18.958;4.625;4.625;0.708;24;3;3;2;12;3;3;2;170120.048;51475.816;51475.816;5013.891;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BE;LUIS;AMN;2007;E;24.07.2007;229;NA;2;BALSER;4.375;4.25;3.25;3.25;24;12.833;8.208;6.667;26;11;8;3;13;11;8;3;218912.688;129493.809;78017.993;67916.495;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BE;LUIS;AMN;2009;P;07.04.2009;229;NA;2;BALSER;2.167;2;0;0;6.875;4.708;0;0;9;8;0;0;4.5;4;0;0;73338.7;47150.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BE;LUIS;AMN;2009;E;24.07.2009;229;NA;2;BALSER;2;2;0;0;4.708;4.708;0;0;8;8;0;0;4;4;0;0;47150.7;47150.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BE;LUIS;AMN;2011;P;29.03.2011;229;NA;2;BALSER;3.333;3.333;0;0;6.833;4.125;0;0;10;4;0;0;5;2;0;0;61412.263;39086.263;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BE;LUIS;AMN;2011;E;11.09.2011;229;NA;2;BALSER;4.25;4.25;4.25;0.333;11.667;11.042;6.75;0.667;16;14;9;4;8;7;9;4;100751.079;96465.079;56416.866;4409.797;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BE;LUIS;AMN;2012;P;20.03.2012;229;NA;2;BALSER;14.792;14.792;7.708;1.708;89.542;82.542;30.875;8.708;67;56;28;14;33.5;28;28;14;927452.2907;869557.2957;284478.394;69130.755;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BE;LUIS;AMN;2012;E;28.06.2012;229;NA;2;BALSER;14.792;14.792;1.208;1.208;98.083;91.25;1.542;1.208;80;70;2;1;40;35;2;1;985874.4267;928941.3817;10689.555;7993.694;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BE;LUIS;AMN;2013;P;19.03.2013;229;NA;2;BALSER;15.458;15.458;9.208;0.25;61.542;47.375;11.125;1.042;60;32;14;6;30;16;14;6;531831.722;436154.434;91448.751;6052.317;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BE;LUIS;AMN;2013;E;25.06.2013;229;NA;2;BALSER;15.458;15.458;0.375;0.083;57.5;52.042;0.625;0.083;60;46;3;1;30;23;3;1;505805.148;469511.946;3997.905;579.002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BE;LUIS;AMN;2015;P;24.03.2015;229;NA;2;BALSER;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BE;LUIS;AMN;2015;E;06.07.2015;229;NA;2;BALSER;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BE;LUIS;AMN;2016;P;17.03.2016;229;NA;2;BALSER;6.417;0;0.292;0;16.167;0;0.292;0;18;0;1;0;9;0;1;0;172289.423;0;2190.908;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BE;LUIS;AMN;2016;E;28.06.2016;229;NA;2;BALSER;4.333;4.333;4.333;4.333;14.583;8.375;8.333;8.333;23;12;11;11;11.5;12;11;11;145562.035;93656.478;93407.593;93407.593;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BE;LUIS;AV;2007;P;06.04.2007;229;C;2;BALSER;4.375;4.25;4.25;0.167;18.75;4.625;4.625;0.167;24;3;3;1;12;3;3;1;168815.993;51475.816;51475.816;997.395;3.667;2.208;2.125;2.125;248.208;58.875;40.542;21.208;382;92;63;28;191;92;63;28;21668.807;5340.911;4092.766;1523.168
BE;LUIS;AV;2007;E;20.07.2007;229;C;2;BALSER;4.375;4.25;3.25;3.25;24;12.833;8.208;7.5;26;11;8;5;13;11;8;5;218912.688;129493.809;78017.993;73032.618;2.917;2.917;2.667;2.208;249.167;129.958;42.167;20.333;372;198;57;28;186;198;57;28;21930.113;11380.958;4775.063;2714.516
BE;LUIS;AV;2009;P;06.04.2009;229;C;2;BALSER;2.167;2;0;0;6.875;4.708;0;0;9;8;0;0;4.5;4;0;0;73338.7;47150.7;0;0;4.083;2.333;2.333;2.333;224.917;121.625;36.167;19.042;423;267;69;31;211.5;133.5;69;31;17235;9090;1875.7;939.8
BE;LUIS;AV;2009;E;24.07.2009;229;C;2;BALSER;2;2;0;0;4.708;4.708;0;0;8;8;0;0;4;4;0;0;47150.7;47150.7;0;0;3.542;2.833;2.833;2.833;224.875;196.208;43.167;21.542;421;376;60;30;210.5;188;60;30;17084.91;15221.91;4004.01;2201.51
BE;LUIS;AV;2011;P;29.03.2011;229;C;2;BALSER;3.333;3.333;0;0;6.833;4.125;0;0;10;4;0;0;5;2;0;0;61412.263;39086.263;0;0;3.083;2.5;1.542;1.208;211.833;80.208;34.167;16.792;431;158;66;32;215.5;79;66;32;17164.227;6120.227;1064.317;374.073
BE;LUIS;AV;2011;E;18.07.2011;229;C;2;BALSER;3.333;3.333;0.167;0.167;4.917;4.292;0.167;0.167;7;5;1;1;3.5;2.5;1;1;44334.213;40048.213;961.95;961.95;3.083;2.5;1.833;1.833;208;145.958;36.375;19.208;439;289;68;33;219.5;144.5;68;33;13574.104;8938.104;2253.561;1701.144
BE;LUIS;AV;2012;P;21.03.2012;229;C;2;BALSER;14.792;14.792;7.125;1.708;89.542;82.542;30.125;8.708;67;56;27;14;33.5;28;27;14;927452.2907;869557.2957;276085.315;69130.755;2.167;1.708;1.542;1.5;210.042;106;35.042;17.542;409;208;64;33;204.5;104;64;33;42373.27676;33404.79276;11410.305;4379.973
BE;LUIS;AV;2012;E;28.06.2012;229;C;2;BALSER;14.792;14.792;1.208;1.208;98.083;91.25;1.542;1.208;80;70;2;1;40;35;2;1;985874.4267;928941.3817;10689.555;7993.694;5.292;5.292;5.292;5.292;223.292;177.333;45.875;24.208;382;298;51;21;191;149;51;21;49891.95576;42841.79376;4746.057;2212.448
BE;LUIS;AV;2013;P;19.03.2013;229;C;2;BALSER;15.458;15.458;9.208;0.25;61.542;47.375;11.125;1.042;60;32;14;6;30;16;14;6;531831.722;436154.434;91448.751;6052.317;5.292;2.5;2.5;2.5;237.792;99.375;39;19;367;173;61;33;183.5;86.5;61;33;34485.609;17298.729;6018.698;2372.744
BE;LUIS;AV;2013;E;25.06.2013;229;C;2;BALSER;15.458;15.458;0.375;0.083;57.5;52.042;0.625;0.083;60;46;3;1;30;23;3;1;505805.148;469511.946;3997.905;579.002;4.208;4.208;3.958;3.958;238.792;170.833;43.292;22.667;355;251;50;25;177.5;125.5;50;25;32851.054;25110.223;3766.305;2195.729
BE;LUIS;AV;2015;P;24.03.2015;229;C;2;BALSER;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BE;LUIS;AV;2015;E;06.07.2015;229;C;2;BALSER;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BE;LUIS;AV;2016;P;16.03.2016;229;C;2;BALSER;6.417;0;0.292;0;16.167;0;0.292;0;18;0;1;0;9;0;1;0;172289.423;0;2190.908;0;4.292;4.125;4.083;3.583;206.667;30.75;40.542;20.542;334;40;54;30;167;40;54;30;14574.82;1155.6;1537.626;232.968
BE;LUIS;AV;2016;E;27.06.2016;229;C;2;BALSER;4.333;4.333;4.333;4.333;14.583;8.375;8.333;8.333;23;12;11;11;11.5;12;11;11;145562.035;93656.478;93407.593;93407.593;4.542;4.542;4.542;4.542;223.583;109.5;46.5;23.625;315;118;43;21;157.5;118;43;21;14115.08;8574.786;6427.057;6023.459
BE;MOIR;AM;2007;P;06.04.2007;417;229;2;BALSER;1.667;1.458;1.458;0;4.333;1.458;1.458;0;5;1;1;0;2.5;1;1;0;65305.454;27363.325;27363.325;0;4.375;4.25;4.25;0.167;18.75;4.625;4.625;0.167;24;3;3;1;12;3;3;1;168815.993;51475.816;51475.816;997.395
BE;MOIR;AM;2007;E;19.07.2007;417;229;2;BALSER;1.667;1.542;1.542;1.542;5.625;3.583;2.125;2.125;6;3;2;2;3;3;2;2;87400.179;61824.391;34461.066;34461.066;4.375;4.25;3.25;3.25;24;12.833;8.208;7.667;26;11;8;6;13;11;8;6;218912.688;129493.809;78017.993;74065.274
BE;MOIR;AM;2009;P;07.04.2009;417;229;2;BALSER;1.167;1.167;0;0;2.333;1.25;0;0;3;2;0;0;1.5;1;0;0;39742;22078;0;0;2.167;2;0;0;6.875;4.708;0;0;9;8;0;0;4.5;4;0;0;73338.7;47150.7;0;0
BE;MOIR;AM;2009;E;22.07.2009;417;229;2;BALSER;1.167;1.167;0;0;1.25;1.25;0;0;2;2;0;0;1;1;0;0;22078;22078;0;0;2;2;0;0;4.708;4.708;0;0;8;8;0;0;4;4;0;0;47150.7;47150.7;0;0
BE;MOIR;AM;2011;P;29.03.2011;417;229;2;BALSER;1;1;0;0;2.042;1.375;0;0;5;3;0;0;2.5;1.5;0;0;28294;20343;0;0;3.333;3.333;0;0;6.833;4.125;0;0;10;4;0;0;5;2;0;0;61412.263;39086.263;0;0
BE;MOIR;AM;2011;E;11.09.2011;417;229;2;BALSER;1;1;0.708;0;3;3;1.625;0;7;7;4;0;3.5;3.5;4;0;37410.222;37410.222;17067.222;0;4.25;4.25;4.25;0.333;11.667;11.042;6.75;0.667;16;14;9;4;8;7;9;4;100751.079;96465.079;56416.866;4409.797
BE;MOIR;AM;2012;P;21.03.2012;417;229;2;BALSER;4.833;4.833;0.833;0.542;41.583;39.958;11.375;1.083;65;61;23;3;32.5;30.5;23;3;564637.5529;547570.3309;136892.161;12661.268;14.792;14.792;7.125;1.708;89.542;82.542;30.125;8.708;67;56;27;14;33.5;28;27;14;927452.2907;869557.2957;276085.315;69130.755
BE;MOIR;AM;2012;E;09.07.2012;417;229;2;BALSER;4.833;4.833;0;0;41.667;40.042;0;0;66;62;0;0;33;31;0;0;565509.1739;548441.9519;0;0;14.792;14.792;1.208;1.208;98.292;91.458;1.75;1.417;82;72;4;3;41;36;4;3;987128.8577;930195.8127;11943.986;9248.125
BE;MOIR;AM;2013;P;19.03.2013;417;229;2;BALSER;5.125;5.125;1.292;0;17.208;17.083;1.542;0;16;14;3;0;8;7;3;0;217565.031;216274.692;21153.871;0;15.458;15.458;9.208;0.25;61.542;47.375;11.125;1.042;60;32;14;6;30;16;14;6;531831.722;436154.434;91448.751;6052.317
BE;MOIR;AM;2013;E;24.06.2013;417;229;2;BALSER;5.125;5.125;0;0;17.125;17.083;0;0;15;14;0;0;7.5;7;0;0;216693.41;216274.692;0;0;15.458;15.458;0.875;0.083;57.5;52.042;1.5;0.083;60;46;4;1;30;23;4;1;505805.148;469511.946;11191.093;579.002
BE;MOIR;AM;2015;P;25.03.2015;417;229;2;BALSER;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BE;MOIR;AM;2015;E;06.07.2015;417;229;2;BALSER;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BE;MOIR;AM;2016;P;17.03.2016;417;229;2;BALSER;3.75;0;0;0;6.083;0;0;0;10;0;0;0;5;0;0;0;95735.754;0;0;0;6.417;0;0.292;0;16.167;0;0.292;0;18;0;1;0;9;0;1;0;172289.423;0;2190.908;0
BE;MOIR;AM;2016;E;16.06.2016;417;229;2;BALSER;0.958;0.458;0.458;0.458;1.542;0.458;0.458;0.458;4;1;1;1;2;1;1;1;17929.673;4344.574;4344.574;4344.574;2.417;1.917;1.917;1.917;10.125;3.667;3.667;3.625;20;8;8;7;10;8;8;7;77390.195;23970.364;23970.364;23721.479
BE;MOIR;AMN;2007;P;06.04.2007;417;229;2;BALSER;1.667;1.458;1.458;0;4.333;1.458;1.458;0;5;1;1;0;2.5;1;1;0;65305.454;27363.325;27363.325;0;4.375;4.25;4.25;0.167;18.75;4.625;4.625;0.167;24;3;3;1;12;3;3;1;168815.993;51475.816;51475.816;997.395
BE;MOIR;AMN;2007;E;19.07.2007;417;229;2;BALSER;1.667;1.542;1.542;1.542;5.625;3.583;2.125;2.125;6;3;2;2;3;3;2;2;87400.179;61824.391;34461.066;34461.066;4.375;4.25;3.25;3.25;24;12.833;8.208;7.667;26;11;8;6;13;11;8;6;218912.688;129493.809;78017.993;74065.274
BE;MOIR;AMN;2009;P;07.04.2009;417;229;2;BALSER;1.167;1.167;0;0;2.333;1.25;0;0;3;2;0;0;1.5;1;0;0;39742;22078;0;0;2.167;2;0;0;6.875;4.708;0;0;9;8;0;0;4.5;4;0;0;73338.7;47150.7;0;0
BE;MOIR;AMN;2009;E;22.07.2009;417;229;2;BALSER;1.167;1.167;0;0;1.25;1.25;0;0;2;2;0;0;1;1;0;0;22078;22078;0;0;2;2;0;0;4.708;4.708;0;0;8;8;0;0;4;4;0;0;47150.7;47150.7;0;0
BE;MOIR;AMN;2011;P;29.03.2011;417;229;2;BALSER;1;1;0;0;2.042;1.375;0;0;5;3;0;0;2.5;1.5;0;0;28294;20343;0;0;3.333;3.333;0;0;6.833;4.125;0;0;10;4;0;0;5;2;0;0;61412.263;39086.263;0;0
BE;MOIR;AMN;2011;E;11.09.2011;417;229;2;BALSER;1;1;0.708;0;3;3;1.625;0;7;7;4;0;3.5;3.5;4;0;37410.222;37410.222;17067.222;0;4.25;4.25;4.25;0.333;11.667;11.042;6.75;0.667;16;14;9;4;8;7;9;4;100751.079;96465.079;56416.866;4409.797
BE;MOIR;AMN;2012;P;21.03.2012;417;229;2;BALSER;4.833;4.833;0.833;0.542;41.583;39.958;11.375;1.083;65;61;23;3;32.5;30.5;23;3;564637.5529;547570.3309;136892.161;12661.268;14.792;14.792;7.125;1.708;89.542;82.542;30.125;8.708;67;56;27;14;33.5;28;27;14;927452.2907;869557.2957;276085.315;69130.755
BE;MOIR;AMN;2012;E;07.09.2012;417;229;2;BALSER;4.833;4.833;0;0;40.042;40.042;0;0;62;62;0;0;31;31;0;0;548441.9519;548441.9519;0;0;14.792;14.792;0.625;0.292;93.875;93.792;2.333;0.667;81;80;8;3;40.5;40;8;3;945906.7217;945390.5427;15194.73;4020.398
BE;MOIR;AMN;2013;P;19.03.2013;417;229;2;BALSER;5.125;5.125;1.292;0;17.208;17.083;1.542;0;16;14;3;0;8;7;3;0;217565.031;216274.692;21153.871;0;15.458;15.458;9.208;0.25;61.542;47.375;11.125;1.042;60;32;14;6;30;16;14;6;531831.722;436154.434;91448.751;6052.317
BE;MOIR;AMN;2013;E;24.06.2013;417;229;2;BALSER;5.125;5.125;0;0;17.125;17.083;0;0;15;14;0;0;7.5;7;0;0;216693.41;216274.692;0;0;15.458;15.458;0.875;0.083;57.5;52.042;1.5;0.083;60;46;4;1;30;23;4;1;505805.148;469511.946;11191.093;579.002
BE;MOIR;AMN;2014;P;03.04.2014;417;229;2;BALSER;2.708;2.708;0;0;7.25;5.667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.792;3.792;0;0;25.875;14.75;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BE;MOIR;AMN;2014;E;10.07.2014;417;229;2;BALSER;2.708;2.708;0;0;7.25;5.667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.792;3.792;0;0;22.292;14.75;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BE;MOIR;AMN;2015;P;25.03.2015;417;229;2;BALSER;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BE;MOIR;AMN;2015;E;06.07.2015;417;229;2;BALSER;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BE;MOIR;AMN;2016;P;17.03.2016;417;229;2;BALSER;3.75;0;0;0;6.083;0;0;0;10;0;0;0;5;0;0;0;95735.754;0;0;0;6.417;0;0.292;0;16.167;0;0.292;0;18;0;1;0;9;0;1;0;172289.423;0;2190.908;0
BE;MOIR;AMN;2016;E;29.06.2016;417;229;2;BALSER;2.583;2.583;2.583;2.583;4.125;3.042;3.042;3.042;5;2;2;2;2.5;2;2;2;72983.153;59398.054;59398.054;59398.054;4.333;4.333;4.333;4.333;14.583;8.375;8.333;8.333;23;12;11;11;11.5;12;11;11;145562.035;93656.478;93407.593;93407.593
BE;MOIR;AV;2007;P;06.04.2007;417;229;2;BALSER;1.667;1.458;1.458;0;4.333;1.458;1.458;0;5;1;1;0;2.5;1;1;0;65305.454;27363.325;27363.325;0;4.375;4.25;4.25;0.167;18.75;4.625;4.625;0.167;24;3;3;1;12;3;3;1;168815.993;51475.816;51475.816;997.395
BE;MOIR;AV;2007;E;24.07.2007;417;229;2;BALSER;1.667;1.542;1.542;1.542;5.625;3.583;2.125;2.125;6;3;2;2;3;3;2;2;87400.179;61824.391;34461.066;34461.066;4.375;4.25;3.25;3.25;24;12.833;8.208;6.667;26;11;8;3;13;11;8;3;218912.688;129493.809;78017.993;67916.495
BE;MOIR;AV;2009;P;07.04.2009;417;229;2;BALSER;1.167;1.167;0;0;2.333;1.25;0;0;3;2;0;0;1.5;1;0;0;39742;22078;0;0;2.167;2;0;0;6.875;4.708;0;0;9;8;0;0;4.5;4;0;0;73338.7;47150.7;0;0
BE;MOIR;AV;2009;E;24.07.2009;417;229;2;BALSER;1.167;1.167;0;0;1.25;1.25;0;0;2;2;0;0;1;1;0;0;22078;22078;0;0;2;2;0;0;4.708;4.708;0;0;8;8;0;0;4;4;0;0;47150.7;47150.7;0;0
BE;MOIR;AV;2011;P;29.03.2011;417;229;2;BALSER;1;1;0;0;2.042;1.375;0;0;5;3;0;0;2.5;1.5;0;0;28294;20343;0;0;3.333;3.333;0;0;6.833;4.125;0;0;10;4;0;0;5;2;0;0;61412.263;39086.263;0;0
BE;MOIR;AV;2011;E;11.09.2011;417;229;2;BALSER;1;1;0.708;0;3;3;1.625;0;7;7;4;0;3.5;3.5;4;0;37410.222;37410.222;17067.222;0;4.25;4.25;4.25;0.333;11.667;11.042;6.75;0.667;16;14;9;4;8;7;9;4;100751.079;96465.079;56416.866;4409.797
BE;MOIR;AV;2012;P;21.03.2012;417;229;2;BALSER;4.833;4.833;0.833;0.542;41.583;39.958;11.375;1.083;65;61;23;3;32.5;30.5;23;3;564637.5529;547570.3309;136892.161;12661.268;14.792;14.792;7.125;1.708;89.542;82.542;30.125;8.708;67;56;27;14;33.5;28;27;14;927452.2907;869557.2957;276085.315;69130.755
BE;MOIR;AV;2012;E;09.07.2012;417;229;2;BALSER;4.833;4.833;0;0;41.667;40.042;0;0;66;62;0;0;33;31;0;0;565509.1739;548441.9519;0;0;14.792;14.792;1.208;1.208;98.292;91.458;1.75;1.417;82;72;4;3;41;36;4;3;987128.8577;930195.8127;11943.986;9248.125
BE;MOIR;AV;2013;P;19.03.2013;417;229;2;BALSER;5.125;5.125;1.292;0;17.208;17.083;1.542;0;16;14;3;0;8;7;3;0;217565.031;216274.692;21153.871;0;15.458;15.458;9.208;0.25;61.542;47.375;11.125;1.042;60;32;14;6;30;16;14;6;531831.722;436154.434;91448.751;6052.317
BE;MOIR;AV;2013;E;25.06.2013;417;229;2;BALSER;5.125;5.125;0;0;17.125;17.083;0;0;15;14;0;0;7.5;7;0;0;216693.41;216274.692;0;0;15.458;15.458;0.375;0.083;57.5;52.042;0.625;0.083;60;46;3;1;30;23;3;1;505805.148;469511.946;3997.905;579.002
BE;MOIR;AV;2015;P;23.03.2015;417;229;2;BALSER;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BE;MOIR;AV;2015;E;07.07.2015;417;229;2;BALSER;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BE;MOIR;AV;2016;P;17.03.2016;417;229;2;BALSER;3.75;0;0;0;6.083;0;0;0;10;0;0;0;5;0;0;0;95735.754;0;0;0;6.417;0;0.292;0;16.167;0;0.292;0;18;0;1;0;9;0;1;0;172289.423;0;2190.908;0
BE;MOIR;AV;2016;E;27.06.2016;417;229;2;BALSER;2.583;2.583;2.583;2.583;4.125;3.042;3.042;3.042;5;2;2;2;2.5;2;2;2;72983.153;59398.054;59398.054;59398.054;4.333;4.333;4.333;4.333;14.583;8.375;8.333;8.333;23;12;11;11;11.5;12;11;11;145562.035;93656.478;93407.593;93407.593
