Sector;Station;Site;Year;Season;Date_sample;Qc;Qcs;Lag;Qref;Oey;Oe2m;Oem;Ony;On2m;Onm;Ofy;Of2m;Ofm;Bey;Be2m;Bem;Bny;Bn2m;Bnm;Bfy;Bf2m;Bfm;Lem;Le2m;Ley
BE;BEAR;AM;2007;P;06.04.2007;982;322;2;BAL;0.250;0.250;0.000;1.000;1.000;0.000;0.001;0.004;0.000;10.417;3.500;0.000;14.000;4.000;0.000;0.029;0.058;0.000;30.000;56.208;354.375
BE;BEAR;AM;2007;E;20.07.2007;982;322;2;BAL;0.250;0.000;0.000;1.000;0.000;0.000;0.001;0.000;0.000;12.833;4.500;4.250;14.000;4.000;3.000;0.035;0.075;0.142;25.750;55.500;351.875
BE;BEAR;AM;2009;P;06.04.2009;982;322;2;BAL;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;5.250;0.000;0.000;6.000;0.000;0.000;0.014;0.000;0.000;30.000;60.000;359.750
BE;BEAR;AM;2009;E;22.07.2009;982;322;2;BAL;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.167;0.000;0.000;5.000;0.000;0.000;0.009;0.000;0.000;30.000;60.000;361.792
BE;BEAR;AM;2011;P;29.03.2011;982;322;2;BAL;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;4.333;0.000;0.000;4.000;0.000;0.000;0.012;0.000;0.000;30.000;60.000;360.833
BE;BEAR;AM;2011;E;18.07.2011;982;322;2;BAL;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.083;0.000;0.000;3.000;0.000;0.000;0.008;0.000;0.000;30.000;60.000;361.958
BE;BEAR;AM;2012;P;20.03.2012;982;322;2;BAL;1.000;0.000;0.000;2.000;0.000;0.000;0.003;0.000;0.000;66.417;22.000;4.708;65.000;30.000;11.000;0.182;0.367;0.157;25.292;38.542;298.500
BE;BEAR;AM;2012;E;28.06.2012;982;322;2;BAL;1.000;0.000;0.000;2.000;0.000;0.000;0.003;0.000;0.000;69.083;0.542;0.333;74.000;3.000;2.000;0.189;0.009;0.011;29.667;59.458;295.917
BE;BEAR;AM;2013;P;19.03.2013;982;322;2;BAL;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;35.875;6.458;0.000;28.000;3.000;0.000;0.098;0.108;0.000;30.000;53.542;329.417
BE;BEAR;AM;2013;E;24.06.2013;982;322;2;BAL;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;35.292;0.875;0.000;24.000;2.000;0.000;0.097;0.015;0.000;30.000;59.125;329.958
BE;BEAR;AM;2015;P;24.03.2015;982;322;2;BAL;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.875;0.000;0.000;1.000;0.000;0.000;0.002;0.000;0.000;30.000;59.125;329.958
BE;BEAR;AM;2015;E;08.07.2015;982;322;2;BAL;0.875;0.000;0.000;2.000;0.000;0.000;0.002;0.000;0.000;11.125;0.083;0.000;20.000;1.000;0.000;0.030;0.001;0.000;29.458;59.375;353.125
BE;BEAR;AM;2016;P;16.03.2016;982;322;2;BAL;0.875;0.000;0.000;2.000;0.000;0.000;0.002;0.000;0.000;10.375;0.125;0.000;14.000;1.000;0.000;0.028;0.002;0.000;30.000;59.875;353.583
BE;BEAR;AM;2016;E;29.06.2016;982;322;2;BAL;0.917;0.917;0.917;2.000;2.000;2.000;0.003;0.015;0.031;7.375;3.792;3.792;17.000;8.000;8.000;0.020;0.063;0.126;25.375;55.375;356.792
BE;BEAR;AVN;2007;P;06.04.2007;982;200;2;BAL;0.250;0.250;0.000;1.000;1.000;0.000;0.001;0.004;0.000;25.042;5.458;0.375;33.000;6.000;1.000;0.069;0.091;0.013;29.583;54.250;340.375
BE;BEAR;AVN;2007;E;20.07.2007;982;200;2;BAL;0.250;0.000;0.000;1.000;0.000;0.000;0.001;0.000;0.000;31.833;11.250;9.708;35.000;8.000;3.000;0.087;0.188;0.324;20.417;48.875;333.333
BE;BEAR;AVN;2009;P;06.04.2009;982;200;2;BAL;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;8.625;0.000;0.000;13.000;0.000;0.000;0.024;0.000;0.000;30.000;60.000;356.542
BE;BEAR;AVN;2009;E;22.07.2009;982;200;2;BAL;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;6.083;0.000;0.000;10.000;0.000;0.000;0.017;0.000;0.000;30.000;60.000;359.125
BE;BEAR;AVN;2011;P;28.03.2011;982;200;2;BAL;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;8.417;0.000;0.000;9.000;0.000;0.000;0.023;0.000;0.000;30.000;60.000;356.667
BE;BEAR;AVN;2011;E;17.07.2011;982;200;2;BAL;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;6.083;0.250;0.250;7.000;1.000;1.000;0.017;0.004;0.008;29.750;59.750;359.042
BE;BEAR;AVN;2012;P;20.03.2012;982;200;2;BAL;1.000;0.000;0.000;2.000;0.000;0.000;0.003;0.000;0.000;100.250;34.375;10.042;74.000;26.000;15.000;0.275;0.573;0.335;20.125;26.333;265.000
BE;BEAR;AVN;2012;E;28.06.2012;982;200;2;BAL;1.000;0.000;0.000;2.000;0.000;0.000;0.003;0.000;0.000;109.875;1.750;1.333;88.000;2.000;1.000;0.301;0.029;0.044;28.667;58.250;255.375
BE;BEAR;AVN;2013;P;19.03.2013;982;200;2;BAL;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;76.417;15.542;2.417;77.000;20.000;10.000;0.209;0.259;0.081;27.583;44.458;289.292
BE;BEAR;AVN;2013;E;24.06.2013;982;200;2;BAL;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;75.750;3.042;0.708;86.000;9.000;5.000;0.208;0.051;0.024;29.292;57.000;290.250
BE;BEAR;AVN;2014;P;03.04.2014;982;200;2;BAL;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;34.458;0.083;0.083;46.000;2.000;2.000;0.094;0.001;0.003;29.875;59.875;331.208
BE;BEAR;AVN;2014;E;10.07.2014;982;200;2;BAL;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;29.250;1.250;1.125;32.000;3.000;2.000;0.080;0.021;0.038;29.125;59.042;336.542
BE;BEAR;AVN;2015;P;24.03.2015;982;200;2;BAL;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1.000;1.000;1.000;1.000;1.000;1.000;0.003;0.017;0.033;29.000;59.000;364.000
BE;BEAR;AVN;2015;E;08.07.2015;982;200;2;BAL;0.875;0.000;0.000;2.000;0.000;0.000;0.002;0.000;0.000;23.875;0.542;0.042;31.000;4.000;1.000;0.065;0.009;0.001;29.417;58.917;340.500
BE;BEAR;AVN;2016;P;16.03.2016;982;200;2;BAL;0.875;0.000;0.000;2.000;0.000;0.000;0.002;0.000;0.000;16.750;0.333;0.000;16.000;1.000;0.000;0.046;0.006;0.000;30.000;59.667;347.125
BE;BEAR;AVN;2016;E;27.06.2016;982;200;2;BAL;0.917;0.917;0.917;2.000;2.000;2.000;0.003;0.015;0.031;17.792;9.750;9.750;25.000;15.000;15.000;0.049;0.163;0.325;20.250;50.250;347.292
BE;BEAR;AV;2007;P;06.04.2007;982;200;2;BAL;0.250;0.250;0.000;1.000;1.000;0.000;0.001;0.004;0.000;25.042;5.458;0.375;33.000;6.000;1.000;0.069;0.091;0.013;29.583;54.250;340.375
BE;BEAR;AV;2007;E;20.07.2007;982;200;2;BAL;0.250;0.000;0.000;1.000;0.000;0.000;0.001;0.000;0.000;31.833;11.250;9.708;35.000;8.000;3.000;0.087;0.188;0.324;20.417;48.875;333.333
BE;BEAR;AV;2009;P;06.04.2009;982;200;2;BAL;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;8.625;0.000;0.000;13.000;0.000;0.000;0.024;0.000;0.000;30.000;60.000;356.542
BE;BEAR;AV;2009;E;22.07.2009;982;200;2;BAL;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;6.083;0.000;0.000;10.000;0.000;0.000;0.017;0.000;0.000;30.000;60.000;359.125
BE;BEAR;AV;2011;P;29.03.2011;982;200;2;BAL;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;8.417;0.000;0.000;9.000;0.000;0.000;0.023;0.000;0.000;30.000;60.000;356.708
BE;BEAR;AV;2011;E;17.07.2011;982;200;2;BAL;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;6.083;0.250;0.250;7.000;1.000;1.000;0.017;0.004;0.008;29.750;59.750;359.042
BE;BEAR;AV;2012;P;20.03.2012;982;200;2;BAL;1.000;0.000;0.000;2.000;0.000;0.000;0.003;0.000;0.000;100.250;34.375;10.042;74.000;26.000;15.000;0.275;0.573;0.335;20.125;26.333;265.000
BE;BEAR;AV;2012;E;28.06.2012;982;200;2;BAL;1.000;0.000;0.000;2.000;0.000;0.000;0.003;0.000;0.000;109.875;1.750;1.333;88.000;2.000;1.000;0.301;0.029;0.044;28.667;58.250;255.375
BE;BEAR;AV;2013;P;19.03.2013;982;200;2;BAL;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;76.417;15.542;2.417;77.000;20.000;10.000;0.209;0.259;0.081;27.583;44.458;289.292
BE;BEAR;AV;2013;E;24.06.2013;982;200;2;BAL;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;75.750;3.042;0.708;86.000;9.000;5.000;0.208;0.051;0.024;29.292;57.000;290.250
BE;BEAR;AV;2015;P;24.03.2015;982;200;2;BAL;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1.000;1.000;1.000;1.000;1.000;1.000;0.003;0.017;0.033;29.000;59.000;364.000
BE;BEAR;AV;2015;E;08.07.2015;982;200;2;BAL;0.875;0.000;0.000;2.000;0.000;0.000;0.002;0.000;0.000;23.875;0.542;0.042;31.000;4.000;1.000;0.065;0.009;0.001;29.417;58.917;340.500
BE;BEAR;AV;2016;P;16.03.2016;982;200;2;BAL;0.875;0.000;0.000;2.000;0.000;0.000;0.002;0.000;0.000;16.750;0.333;0.000;16.000;1.000;0.000;0.046;0.006;0.000;30.000;59.667;347.125
BE;BEAR;AV;2016;E;27.06.2016;982;200;2;BAL;0.917;0.917;0.917;2.000;2.000;2.000;0.003;0.015;0.031;17.792;9.750;9.750;25.000;15.000;15.000;0.049;0.163;0.325;20.250;50.250;347.292
BE;CHAN;AM;2004;P;29.03.2004;433;NA;0;BRENS;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BE;CHAN;AM;2004;E;20.07.2004;433;NA;0;BRENS;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BE;CHAN;AM;2007;P;03.04.2007;433;NA;0;BRENS;186.500;37.167;18.500;118.000;21.000;10.000;0.511;0.619;0.617;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
BE;CHAN;AM;2007;E;23.08.2007;433;NA;0;BRENS;181.792;60.000;30.000;92.000;1.000;1.000;0.498;1.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
BE;CHAN;AM;2009;P;31.03.2009;433;NA;0;BRENS;166.750;16.000;9.583;132.000;30.000;17.000;0.457;0.267;0.319;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
BE;CHAN;AM;2009;E;23.07.2009;433;NA;0;BRENS;141.333;34.917;15.750;167.000;39.000;24.000;0.387;0.582;0.525;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
BE;CHAN;AM;2011;P;30.03.2011;433;NA;0;BRENS;109.583;0.750;0.458;138.000;5.000;3.000;0.300;0.013;0.015;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
BE;CHAN;AM;2011;E;17.07.2011;433;NA;0;BRENS;73.750;17.417;14.458;113.000;27.000;19.000;0.202;0.290;0.482;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
BE;CHAN;AM;2012;P;22.03.2012;433;NA;0;BRENS;93.292;17.750;4.958;135.000;32.000;13.000;0.256;0.296;0.165;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
BE;CHAN;AM;2012;E;11.09.2012;433;NA;0;BRENS;156.875;20.792;9.042;151.000;34.000;11.000;0.430;0.347;0.301;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
BE;CHAN;AM;2013;P;20.03.2013;433;NA;0;BRENS;193.958;31.708;11.000;147.000;27.000;17.000;0.531;0.528;0.367;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
BE;CHAN;AM;2015;P;26.03.2015;433;NA;0;BRENS;154.917;29.292;16.792;180.000;47.000;24.000;0.424;0.488;0.560;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
BE;CHAN;AV;2004;P;29.03.2004;433;NA;0;BRENS;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BE;CHAN;AV;2004;E;20.07.2004;433;NA;0;BRENS;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BE;CHAN;AV;2007;P;28.03.2007;433;NA;0;BRENS;190.167;35.458;22.167;115.000;21.000;7.000;0.521;0.591;0.739;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
BE;CHAN;AV;2007;E;20.07.2007;433;NA;0;BRENS;168.083;57.542;30.000;110.000;4.000;1.000;0.461;0.959;1.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
BE;CHAN;AV;2009;P;31.03.2009;433;NA;0;BRENS;166.750;16.000;9.583;132.000;30.000;17.000;0.457;0.267;0.319;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
BE;CHAN;AV;2009;E;22.07.2009;433;NA;0;BRENS;141.375;34.542;15.625;167.000;39.000;24.000;0.387;0.576;0.521;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
BE;CHAN;AV;2011;P;30.03.2011;433;NA;0;BRENS;109.583;0.750;0.458;138.000;5.000;3.000;0.300;0.013;0.015;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
BE;CHAN;AV;2011;E;17.07.2011;433;NA;0;BRENS;73.750;17.417;14.458;113.000;27.000;19.000;0.202;0.290;0.482;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
BE;CHAN;AV;2012;P;22.03.2012;433;NA;0;BRENS;93.292;17.750;4.958;135.000;32.000;13.000;0.256;0.296;0.165;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
BE;CHAN;AV;2012;E;11.09.2012;433;NA;0;BRENS;156.875;20.792;9.042;151.000;34.000;11.000;0.430;0.347;0.301;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
BE;CHAN;AV;2013;P;20.03.2013;433;NA;0;BRENS;193.958;31.708;11.000;147.000;27.000;17.000;0.531;0.528;0.367;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
BE;CHAN;AV;2014;P;03.04.2014;433;NA;0;BRENS;252.417;41.333;18.042;133.000;34.000;24.000;0.692;0.689;0.601;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
BE;CHAN;AV;2015;P;26.03.2015;433;NA;0;BRENS;154.917;29.292;16.792;180.000;47.000;24.000;0.424;0.488;0.560;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
BE;CHAN;AV;2015;E;07.07.2015;433;NA;0;BRENS;182.250;42.917;21.500;155.000;25.000;13.000;0.499;0.715;0.717;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
BE;CHAN;AV;2016;P;17.03.2016;433;NA;0;BRENS;182.167;47.333;24.333;125.000;19.000;8.000;0.499;0.789;0.811;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
BE;CHAN;AV;2016;E;28.06.2016;433;NA;0;BRENS;179.750;44.458;30.000;108.000;12.000;1.000;0.492;0.741;1.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
BE;ENIL;AM;2003;E;21.07.2003;229;NA;1;BAL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BE;ENIL;AM;2004;P;29.03.2004;229;NA;1;BAL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BE;ENIL;AM;2005;E;21.07.2005;0;NA;1;BAL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BE;ENIL;AM;2006;P;24.04.2006;0;NA;1;BAL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BE;ENIL;AM;2007;P;28.03.2007;0;NA;1;BAL;365.000;60.000;30.000;1.000;1.000;1.000;1.000;1.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
BE;ENIL;AM;2007;E;20.07.2007;0;NA;1;BAL;365.000;60.000;30.000;1.000;1.000;1.000;1.000;1.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
BE;ENIL;AM;2009;P;31.03.2009;0;NA;1;BAL;365.000;60.000;30.000;1.000;1.000;1.000;1.000;1.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
BE;ENIL;AM;2009;E;23.07.2009;0;NA;1;BAL;365.000;60.000;30.000;1.000;1.000;1.000;1.000;1.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
BE;ENIL;AM;2011;P;28.03.2011;0;NA;1;BAL;365.000;60.000;30.000;1.000;1.000;1.000;1.000;1.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
BE;ENIL;AM;2011;E;16.07.2011;0;NA;1;BAL;365.000;60.000;30.000;1.000;1.000;1.000;1.000;1.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
BE;ENIL;AM;2012;P;21.03.2012;0;NA;1;BAL;365.000;60.000;30.000;1.000;1.000;1.000;1.000;1.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
BE;ENIL;AM;2012;E;26.06.2012;0;NA;1;BAL;365.000;60.000;30.000;1.000;1.000;1.000;1.000;1.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
BE;ENIL;AM;2013;P;18.03.2013;0;NA;1;BAL;365.000;60.000;30.000;1.000;1.000;1.000;1.000;1.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
BE;ENIL;AM;2013;E;27.06.2013;0;NA;1;BAL;365.000;60.000;30.000;1.000;1.000;1.000;1.000;1.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
BE;ENIL;AM;2015;P;25.03.2015;0;NA;1;BAL;365.000;60.000;30.000;1.000;1.000;1.000;1.000;1.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
BE;ENIL;AM;2015;E;08.07.2015;0;NA;1;BAL;365.000;60.000;30.000;1.000;1.000;1.000;1.000;1.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
BE;ENIL;AM;2016;P;18.03.2016;0;NA;1;BAL;365.000;60.000;30.000;1.000;1.000;1.000;1.000;1.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
BE;ENIL;AM;2016;E;28.06.2016;0;NA;1;BAL;365.000;60.000;30.000;1.000;1.000;1.000;1.000;1.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
BE;ENIL;AV;2007;P;28.03.2007;0;NA;1;BAL;365.000;60.000;30.000;1.000;1.000;1.000;1.000;1.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
BE;ENIL;AV;2007;E;20.07.2007;0;NA;1;BAL;365.000;60.000;30.000;1.000;1.000;1.000;1.000;1.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
BE;ENIL;AV;2009;P;31.03.2009;0;NA;1;BAL;365.000;60.000;30.000;1.000;1.000;1.000;1.000;1.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
BE;ENIL;AV;2009;E;23.07.2009;0;NA;1;BAL;365.000;60.000;30.000;1.000;1.000;1.000;1.000;1.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
BE;ENIL;AV;2011;P;28.03.2011;0;NA;1;BAL;365.000;60.000;30.000;1.000;1.000;1.000;1.000;1.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
BE;ENIL;AV;2011;E;16.07.2011;0;NA;1;BAL;365.000;60.000;30.000;1.000;1.000;1.000;1.000;1.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
BE;ENIL;AV;2012;P;21.03.2012;0;NA;1;BAL;365.000;60.000;30.000;1.000;1.000;1.000;1.000;1.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
BE;ENIL;AV;2012;E;29.06.2012;0;NA;1;BAL;365.000;60.000;30.000;1.000;1.000;1.000;1.000;1.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
BE;ENIL;AV;2013;P;18.03.2013;0;NA;1;BAL;365.000;60.000;30.000;1.000;1.000;1.000;1.000;1.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
